transaction_id,sender_id,receiver_id,amount,country,transaction_type,mode_of_payment,timestamp,is_high_risk_country,is_large_txn,is_suspicious
TXN_25,CUST_1676,CUST_6086,3075.87,Singapore,payment,crypto,2024-12-04 04:58:00,0,0,0
TXN_26,CUST_3989,CUST_7826,445.47,UAE,deposit,debit_card,2024-09-01 13:17:00,1,0,0
TXN_27,CUST_3119,CUST_6850,1444.06,India,withdrawal,credit_card,2024-05-03 02:14:00,0,0,0
TXN_28,CUST_3268,CUST_5943,1795.01,Singapore,withdrawal,credit_card,2024-09-14 17:12:00,0,0,0
TXN_29,CUST_1937,CUST_5277,95.13,India,deposit,credit_card,2024-03-27 15:42:00,0,0,0
TXN_30,CUST_3208,CUST_5542,1870.67,Nigeria,payment,credit_card,2024-06-21 04:54:00,1,0,0
TXN_31,CUST_1779,CUST_5387,373.92,India,payment,debit_card,2024-05-29 16:15:00,0,0,0
TXN_32,CUST_3758,CUST_7677,134.53,Nigeria,transfer,credit_card,2024-09-22 03:13:00,1,0,0
TXN_33,CUST_2018,CUST_5785,5947.38,UAE,payment,credit_card,2024-03-07 19:20:00,1,0,0
TXN_34,CUST_2023,CUST_8582,6741.26,India,payment,upi,2024-11-07 15:33:00,0,0,0
TXN_35,CUST_1207,CUST_7672,3304.66,Singapore,transfer,crypto,2024-12-03 06:43:00,0,0,0
TXN_36,CUST_1968,CUST_5682,726.58,UK,payment,debit_card,2024-11-10 19:25:00,0,0,0
TXN_37,CUST_2552,CUST_5009,205.55,UK,deposit,cash,2024-10-12 20:33:00,0,0,0
TXN_38,CUST_4921,CUST_7993,2305.5,Singapore,payment,credit_card,2024-04-18 00:40:00,0,0,0
TXN_39,CUST_1239,CUST_7373,1160.18,Nigeria,transfer,upi,2024-01-21 19:31:00,1,0,0
TXN_40,CUST_2952,CUST_7060,260.3,Singapore,withdrawal,credit_card,2024-07-03 21:28:00,0,0,0
TXN_41,CUST_3437,CUST_5279,1367.09,Nigeria,withdrawal,debit_card,2024-12-08 19:47:00,1,0,0
TXN_42,CUST_2008,CUST_7372,69.99,Singapore,transfer,wire_transfer,2024-06-01 15:14:00,0,0,0
TXN_43,CUST_2295,CUST_8829,4800.85,USA,withdrawal,upi,2024-04-24 09:22:00,0,0,0
TXN_44,CUST_2621,CUST_5537,598.92,Nigeria,deposit,debit_card,2024-12-04 05:53:00,1,0,0
TXN_45,CUST_2877,CUST_7545,2172.51,Singapore,transfer,credit_card,2024-03-18 14:34:00,0,0,0
TXN_46,CUST_1542,CUST_8823,747.09,USA,transfer,cash,2024-05-14 12:58:00,0,0,0
TXN_47,CUST_3225,CUST_7882,1468.22,USA,transfer,upi,2024-07-20 22:11:00,0,0,0
TXN_48,CUST_3717,CUST_5425,1582.45,UAE,deposit,credit_card,2024-02-08 23:17:00,1,0,0
TXN_49,CUST_1636,CUST_6116,408.78,USA,withdrawal,upi,2024-03-15 03:03:00,0,0,0
TXN_50,CUST_3070,CUST_7002,6985.61,USA,transfer,credit_card,2024-06-03 05:15:00,0,0,0
TXN_51,CUST_1180,CUST_5015,2984.49,USA,withdrawal,wire_transfer,2024-04-05 09:00:00,0,0,0
TXN_52,CUST_2809,CUST_7260,5610.19,Nigeria,payment,wire_transfer,2024-02-10 17:34:00,1,0,0
TXN_53,CUST_4617,CUST_7831,4504.3,UAE,transfer,upi,2024-07-31 02:02:00,1,0,0
TXN_54,CUST_2760,CUST_5523,1822.11,India,deposit,debit_card,2024-12-05 17:26:00,0,0,0
TXN_55,CUST_4525,CUST_5164,5098.87,USA,withdrawal,upi,2024-08-30 19:45:00,0,0,0
TXN_56,CUST_4195,CUST_7294,185.31,UK,withdrawal,cash,2024-03-27 04:38:00,0,0,0
TXN_57,CUST_4320,CUST_5726,436.27,UK,transfer,credit_card,2024-12-02 14:17:00,0,0,0
TXN_58,CUST_4285,CUST_7744,92.56,Nigeria,withdrawal,debit_card,2024-10-13 16:11:00,1,0,0
TXN_59,CUST_1158,CUST_8517,787.06,UK,withdrawal,credit_card,2024-11-30 09:33:00,0,0,0
TXN_60,CUST_4257,CUST_8569,984.26,UAE,withdrawal,credit_card,2024-03-11 07:35:00,1,0,0
TXN_61,CUST_1284,CUST_8961,633.12,USA,deposit,wire_transfer,2024-05-25 12:26:00,0,0,0
TXN_62,CUST_2356,CUST_8848,3529.12,India,transfer,cash,2024-04-05 02:31:00,0,0,0
TXN_63,CUST_4942,CUST_6088,882.45,India,transfer,wire_transfer,2024-05-05 20:39:00,0,0,0
TXN_64,CUST_3483,CUST_7095,659.61,India,payment,cash,2024-03-10 04:56:00,0,0,0
TXN_65,CUST_1006,CUST_7130,1564.81,Singapore,withdrawal,debit_card,2024-01-26 11:26:00,0,0,0
TXN_66,CUST_4771,CUST_6353,303.8,Singapore,deposit,upi,2024-02-15 08:59:00,0,0,0
TXN_67,CUST_2266,CUST_7732,3240.97,UK,deposit,debit_card,2024-04-17 15:28:00,0,0,0
TXN_68,CUST_1785,CUST_6723,154.95,Nigeria,payment,upi,2024-11-24 16:50:00,1,0,0
TXN_69,CUST_2663,CUST_7245,8668.29,India,deposit,debit_card,2024-06-05 12:25:00,0,1,0
TXN_70,CUST_3484,CUST_7682,2958.97,USA,payment,debit_card,2024-09-02 23:43:00,0,0,0
TXN_71,CUST_2938,CUST_8252,443.08,Nigeria,withdrawal,upi,2024-04-13 07:45:00,1,0,0
TXN_72,CUST_2372,CUST_5383,11.07,UAE,deposit,credit_card,2024-03-13 12:01:00,1,0,0
TXN_73,CUST_2946,CUST_7504,3379.79,India,payment,debit_card,2024-08-17 06:58:00,0,0,0
TXN_74,CUST_3942,CUST_7853,2454.19,UK,payment,debit_card,2024-02-23 17:29:00,0,0,0
TXN_75,CUST_1022,CUST_8657,2611.33,India,payment,credit_card,2024-10-19 18:25:00,0,0,0
TXN_76,CUST_3121,CUST_6903,2950.43,India,withdrawal,cash,2024-02-14 04:26:00,0,0,0
TXN_77,CUST_4282,CUST_6904,153.86,Nigeria,deposit,crypto,2024-11-20 13:23:00,1,0,0
TXN_78,CUST_4653,CUST_7068,887.79,UK,payment,cash,2024-09-27 18:09:00,0,0,0
TXN_79,CUST_4079,CUST_6013,246.3,Nigeria,deposit,upi,2024-07-08 19:11:00,1,0,0
TXN_80,CUST_2801,CUST_5318,3977.06,Nigeria,deposit,credit_card,2024-05-02 06:40:00,1,0,0
TXN_81,CUST_3212,CUST_5331,1952.6,UAE,withdrawal,credit_card,2024-09-09 15:49:00,1,0,0
TXN_82,CUST_1876,CUST_5264,803.64,UK,payment,debit_card,2024-06-18 15:18:00,0,0,0
TXN_83,CUST_2720,CUST_6596,131.34,Singapore,transfer,cash,2024-10-05 17:52:00,0,0,0
TXN_84,CUST_4861,CUST_6441,744.98,USA,payment,cash,2024-12-13 03:12:00,0,0,0
TXN_85,CUST_4009,CUST_7237,786.63,Singapore,withdrawal,debit_card,2024-04-09 08:56:00,0,0,0
TXN_86,CUST_2376,CUST_7740,2615.75,Nigeria,payment,upi,2024-11-02 00:27:00,1,0,0
TXN_87,CUST_1522,CUST_7549,2029.78,Singapore,transfer,cash,2024-08-03 12:02:00,0,0,0
TXN_88,CUST_1111,CUST_5344,4364.5,Nigeria,payment,credit_card,2024-06-17 02:22:00,1,0,0
TXN_89,CUST_2065,CUST_6553,1278.13,USA,withdrawal,debit_card,2024-05-02 21:07:00,0,0,0
TXN_90,CUST_2552,CUST_6140,254.74,UK,deposit,upi,2024-06-20 05:36:00,0,0,1
TXN_91,CUST_4899,CUST_6434,2498.25,UAE,transfer,upi,2024-08-25 07:07:00,1,0,0
TXN_92,CUST_1127,CUST_8890,2860.79,UAE,withdrawal,upi,2024-08-14 05:18:00,1,0,0
TXN_93,CUST_1517,CUST_6940,1647.77,Nigeria,transfer,wire_transfer,2024-03-20 08:36:00,1,0,0
TXN_94,CUST_2049,CUST_8142,2947.78,USA,withdrawal,wire_transfer,2024-09-29 07:28:00,0,0,0
TXN_95,CUST_4185,CUST_8356,1361.63,UAE,deposit,credit_card,2024-01-10 08:22:00,1,0,0
TXN_96,CUST_3358,CUST_7775,1479.36,UK,payment,cash,2024-03-13 05:01:00,0,0,0
TXN_97,CUST_3828,CUST_8403,1115.63,Nigeria,withdrawal,credit_card,2024-10-08 06:02:00,1,0,0
TXN_98,CUST_3802,CUST_7460,51.5,India,transfer,debit_card,2024-06-04 23:13:00,0,0,0
TXN_99,CUST_3652,CUST_6398,228.33,India,payment,upi,2024-02-08 10:12:00,0,0,0
TXN_100,CUST_4651,CUST_8395,63.87,UK,withdrawal,debit_card,2024-09-24 04:00:00,0,0,0
TXN_101,CUST_3522,CUST_8311,2023.46,Singapore,payment,debit_card,2024-10-27 15:22:00,0,0,0
TXN_102,CUST_2099,CUST_6321,754.79,UAE,transfer,debit_card,2024-06-13 03:10:00,1,0,0
TXN_103,CUST_3499,CUST_7737,1420.87,UK,deposit,credit_card,2024-11-05 19:44:00,0,0,0
TXN_104,CUST_2997,CUST_5869,4762.53,USA,deposit,debit_card,2024-11-16 12:21:00,0,0,0
TXN_105,CUST_4604,CUST_6132,573.48,Singapore,transfer,wire_transfer,2024-03-10 13:28:00,0,0,0
TXN_106,CUST_3001,CUST_7275,1056.56,UAE,payment,wire_transfer,2024-06-27 16:51:00,1,0,0
TXN_107,CUST_1070,CUST_5382,2817.5,USA,withdrawal,debit_card,2024-03-29 14:01:00,0,0,0
TXN_108,CUST_3382,CUST_6512,519.61,UK,deposit,debit_card,2024-09-28 14:04:00,0,0,0
TXN_109,CUST_2858,CUST_6110,160.21,USA,deposit,credit_card,2024-09-19 14:40:00,0,0,0
TXN_110,CUST_3194,CUST_8895,684.28,Nigeria,withdrawal,credit_card,2024-09-25 22:01:00,1,0,0
TXN_111,CUST_5000,CUST_8114,351.62,Singapore,deposit,crypto,2024-10-30 03:37:00,0,0,0
TXN_112,CUST_1734,CUST_6239,5309.9,India,withdrawal,debit_card,2024-01-20 20:27:00,0,0,0
TXN_113,CUST_3856,CUST_8867,3301.77,UAE,payment,credit_card,2024-01-05 11:10:00,1,0,0
TXN_114,CUST_2922,CUST_6961,2006.99,UK,deposit,credit_card,2024-01-19 16:56:00,0,0,0
TXN_115,CUST_4529,CUST_6957,4103.04,India,transfer,debit_card,2024-01-27 23:20:00,0,0,0
TXN_116,CUST_3811,CUST_5220,3255.94,UAE,withdrawal,upi,2024-12-11 13:35:00,1,0,0
TXN_117,CUST_2016,CUST_5486,412.99,Singapore,payment,wire_transfer,2024-10-14 21:35:00,0,0,0
TXN_118,CUST_2558,CUST_6846,4461.63,UK,deposit,cash,2024-06-05 03:10:00,0,0,0
TXN_119,CUST_3543,CUST_5247,1550.2,Singapore,transfer,cash,2024-03-16 15:40:00,0,0,0
TXN_120,CUST_2083,CUST_7706,3294.7,India,withdrawal,credit_card,2024-07-19 23:22:00,0,0,0
TXN_121,CUST_1010,CUST_6674,4528.49,UK,payment,debit_card,2024-03-25 06:40:00,0,0,0
TXN_122,CUST_2158,CUST_7880,765.46,UK,transfer,upi,2024-12-02 09:15:00,0,0,0
TXN_123,CUST_3415,CUST_7709,233.18,UAE,payment,credit_card,2024-03-22 20:24:00,1,0,0
TXN_124,CUST_4385,CUST_5583,517.37,India,transfer,credit_card,2024-04-21 23:57:00,0,0,0
TXN_125,CUST_4773,CUST_6183,1114.12,UK,transfer,debit_card,2024-04-20 17:11:00,0,0,0
TXN_126,CUST_4861,CUST_6116,3407.66,Singapore,payment,debit_card,2024-08-05 17:43:00,0,0,0
TXN_127,CUST_2769,CUST_8009,3942.69,USA,deposit,credit_card,2024-03-24 08:22:00,0,0,0
TXN_128,CUST_4424,CUST_8525,13.95,Singapore,transfer,crypto,2024-09-01 18:29:00,0,0,0
TXN_129,CUST_4125,CUST_8098,1429.75,UAE,payment,wire_transfer,2024-06-10 00:15:00,1,0,0
TXN_130,CUST_1743,CUST_7398,1080.55,UK,payment,crypto,2024-06-20 03:00:00,0,0,0
TXN_131,CUST_2365,CUST_6316,502.33,Nigeria,transfer,cash,2024-04-30 01:52:00,1,0,0
TXN_132,CUST_3713,CUST_8872,255.36,UK,transfer,debit_card,2024-04-24 12:17:00,0,0,0
TXN_133,CUST_4164,CUST_6656,823.82,Singapore,transfer,upi,2024-07-16 13:15:00,0,0,0
TXN_134,CUST_3123,CUST_6482,5726.24,Singapore,payment,wire_transfer,2024-10-03 16:53:00,0,0,0
TXN_135,CUST_2093,CUST_7250,780.77,UAE,deposit,debit_card,2024-09-11 05:24:00,1,0,0
TXN_136,CUST_3580,CUST_7494,1462.91,UAE,withdrawal,debit_card,2024-01-05 23:29:00,1,0,0
TXN_137,CUST_1381,CUST_5921,2428.17,India,payment,cash,2024-08-23 19:46:00,0,0,0
TXN_138,CUST_3041,CUST_8821,903.95,Nigeria,deposit,wire_transfer,2024-04-09 13:13:00,1,0,0
TXN_139,CUST_2934,CUST_5999,7135.6,UK,withdrawal,debit_card,2024-12-01 15:24:00,0,0,0
TXN_140,CUST_4056,CUST_8602,6564.02,UAE,transfer,debit_card,2024-10-14 15:10:00,1,0,0
TXN_141,CUST_2392,CUST_8827,580.12,Singapore,deposit,upi,2024-04-12 23:29:00,0,0,0
TXN_142,CUST_3375,CUST_7704,1375.32,UK,withdrawal,debit_card,2024-06-25 08:14:00,0,0,0
TXN_143,CUST_3260,CUST_8125,715.86,Singapore,payment,debit_card,2024-04-27 03:44:00,0,0,0
TXN_144,CUST_1978,CUST_7343,670.5,UK,withdrawal,cash,2024-05-29 13:24:00,0,0,1
TXN_145,CUST_3888,CUST_8742,75.17,UK,payment,crypto,2024-10-15 12:02:00,0,0,0
TXN_146,CUST_3028,CUST_8952,1880.98,India,withdrawal,wire_transfer,2024-08-02 21:04:00,0,0,0
TXN_147,CUST_1411,CUST_8581,1397.04,UK,transfer,wire_transfer,2024-06-15 08:41:00,0,0,0
TXN_148,CUST_1590,CUST_6680,105.7,Nigeria,withdrawal,credit_card,2024-10-11 13:04:00,1,0,0
TXN_149,CUST_3837,CUST_6629,653.25,Nigeria,transfer,cash,2024-11-06 07:52:00,1,0,0
TXN_150,CUST_4908,CUST_6298,4777.72,Nigeria,payment,cash,2024-01-14 01:41:00,1,0,0
TXN_151,CUST_1961,CUST_7586,547.72,Nigeria,deposit,crypto,2024-09-28 21:20:00,1,0,0
TXN_152,CUST_4114,CUST_7596,313.06,Nigeria,transfer,debit_card,2024-09-09 16:16:00,1,0,0
TXN_153,CUST_2328,CUST_8262,1344.54,India,deposit,debit_card,2024-06-05 19:23:00,0,0,0
TXN_154,CUST_3175,CUST_6688,8488.07,Singapore,withdrawal,credit_card,2024-01-29 18:02:00,0,1,0
TXN_155,CUST_2566,CUST_7539,554.29,Nigeria,withdrawal,debit_card,2024-07-31 07:42:00,1,0,0
TXN_156,CUST_2040,CUST_6883,2230.31,USA,transfer,cash,2024-06-18 09:26:00,0,0,0
TXN_157,CUST_3775,CUST_7239,2867.78,UAE,transfer,debit_card,2024-05-05 19:35:00,1,0,0
TXN_158,CUST_2225,CUST_7618,542.67,UK,deposit,debit_card,2024-04-19 23:58:00,0,0,0
TXN_159,CUST_2979,CUST_5437,2605.5,UAE,payment,wire_transfer,2024-07-28 06:46:00,1,0,0
TXN_160,CUST_3864,CUST_6210,917.05,India,payment,debit_card,2024-07-25 01:09:00,0,0,0
TXN_161,CUST_4987,CUST_5201,2001.01,Singapore,payment,upi,2024-11-24 17:57:00,0,0,0
TXN_162,CUST_4272,CUST_5943,2007.68,Singapore,deposit,credit_card,2024-03-10 05:23:00,0,0,0
TXN_163,CUST_3776,CUST_8095,1534.77,Nigeria,withdrawal,wire_transfer,2024-11-24 22:03:00,1,0,0
TXN_164,CUST_1161,CUST_6266,189.26,UK,transfer,wire_transfer,2024-09-23 15:27:00,0,0,0
TXN_165,CUST_2338,CUST_8062,3607.29,UK,withdrawal,credit_card,2024-10-13 08:39:00,0,0,0
TXN_166,CUST_4979,CUST_6499,773.62,Singapore,deposit,upi,2024-04-03 13:26:00,0,0,0
TXN_167,CUST_4962,CUST_8304,412.86,USA,deposit,upi,2024-06-19 12:20:00,0,0,0
TXN_168,CUST_4958,CUST_5925,83.26,Nigeria,payment,crypto,2024-10-19 22:35:00,1,0,0
TXN_169,CUST_2616,CUST_5058,1787.56,USA,transfer,debit_card,2024-09-01 23:15:00,0,0,0
TXN_170,CUST_2073,CUST_7395,2263.7,UK,deposit,credit_card,2024-03-26 03:10:00,0,0,0
TXN_171,CUST_3537,CUST_8622,33.45,Singapore,deposit,cash,2024-03-21 14:20:00,0,0,0
TXN_172,CUST_2901,CUST_8725,1435.26,Nigeria,deposit,wire_transfer,2024-02-12 11:31:00,1,0,0
TXN_173,CUST_4875,CUST_5153,513.65,USA,payment,credit_card,2024-03-26 11:42:00,0,0,0
TXN_174,CUST_2858,CUST_6520,2072.25,Nigeria,payment,wire_transfer,2024-09-21 13:07:00,1,0,0
TXN_175,CUST_2699,CUST_7683,383.21,India,payment,wire_transfer,2024-12-07 21:34:00,0,0,0
TXN_176,CUST_2517,CUST_5890,2348.43,UK,payment,crypto,2024-11-07 11:02:00,0,0,0
TXN_177,CUST_3808,CUST_6505,977.92,Singapore,deposit,credit_card,2024-04-10 10:41:00,0,0,0
TXN_178,CUST_4473,CUST_8376,5520.69,UK,transfer,upi,2024-08-21 15:17:00,0,0,0
TXN_179,CUST_4977,CUST_5088,295.89,India,deposit,credit_card,2024-02-15 20:20:00,0,0,0
TXN_180,CUST_4398,CUST_8135,834.26,Singapore,withdrawal,wire_transfer,2024-10-23 00:33:00,0,0,0
TXN_181,CUST_1604,CUST_8231,240.89,Singapore,transfer,debit_card,2024-02-22 16:18:00,0,0,0
TXN_182,CUST_4270,CUST_5715,5172.38,India,transfer,credit_card,2024-05-10 10:22:00,0,0,0
TXN_183,CUST_1974,CUST_7412,4196.67,USA,transfer,credit_card,2024-01-20 01:52:00,0,0,0
TXN_184,CUST_2724,CUST_7155,596.65,India,transfer,debit_card,2024-10-10 06:24:00,0,0,0
TXN_185,CUST_2851,CUST_7064,2157.53,UAE,transfer,upi,2024-11-26 20:47:00,1,0,0
TXN_186,CUST_3135,CUST_6236,3398.97,UK,transfer,credit_card,2024-06-23 09:24:00,0,0,0
TXN_187,CUST_2746,CUST_7811,1620.26,India,payment,upi,2024-06-10 11:54:00,0,0,0
TXN_188,CUST_1330,CUST_6320,1508.56,Singapore,withdrawal,credit_card,2024-04-10 03:07:00,0,0,0
TXN_189,CUST_3397,CUST_7247,553.75,Nigeria,deposit,debit_card,2024-08-05 12:05:00,1,0,0
TXN_190,CUST_3479,CUST_6763,195.45,India,transfer,cash,2024-08-24 23:47:00,0,0,0
TXN_191,CUST_4545,CUST_5881,4550.25,UK,payment,cash,2024-05-30 15:57:00,0,0,0
TXN_192,CUST_2857,CUST_6634,4613.55,UK,transfer,debit_card,2024-04-23 18:52:00,0,0,0
TXN_193,CUST_2533,CUST_8906,2005.34,UAE,payment,credit_card,2024-10-29 20:08:00,1,0,0
TXN_194,CUST_2768,CUST_5396,828.09,Nigeria,deposit,upi,2024-07-21 13:38:00,1,0,0
TXN_195,CUST_3300,CUST_6351,859.14,Nigeria,transfer,debit_card,2024-11-14 01:41:00,1,0,0
TXN_196,CUST_4555,CUST_8752,2588.93,Nigeria,transfer,crypto,2024-08-06 14:27:00,1,0,0
TXN_197,CUST_1424,CUST_7368,4548.19,Singapore,withdrawal,credit_card,2024-06-24 13:26:00,0,0,0
TXN_198,CUST_1443,CUST_6435,4362.27,Singapore,deposit,credit_card,2024-04-11 10:09:00,0,0,0
TXN_199,CUST_4306,CUST_6758,3027.12,Singapore,transfer,wire_transfer,2024-08-27 12:13:00,0,0,0
TXN_200,CUST_2095,CUST_5119,2054.62,UAE,deposit,upi,2024-04-22 11:56:00,1,0,0
TXN_201,CUST_2437,CUST_5026,175.78,UAE,withdrawal,wire_transfer,2024-05-25 22:06:00,1,0,0
TXN_202,CUST_4980,CUST_5126,352.59,India,withdrawal,debit_card,2024-06-14 04:01:00,0,0,0
TXN_203,CUST_3955,CUST_6329,4576.46,Singapore,transfer,cash,2024-02-26 15:28:00,0,0,0
TXN_204,CUST_3530,CUST_5204,1864.99,Nigeria,transfer,debit_card,2024-08-29 00:06:00,1,0,0
TXN_205,CUST_3486,CUST_6811,18.48,UK,deposit,credit_card,2024-07-05 12:57:00,0,0,0
TXN_206,CUST_2160,CUST_7778,213.99,Nigeria,payment,wire_transfer,2024-04-22 07:00:00,1,0,1
TXN_207,CUST_3454,CUST_5225,2178.32,India,withdrawal,debit_card,2024-03-17 21:47:00,0,0,0
TXN_208,CUST_4130,CUST_6047,10.15,USA,deposit,credit_card,2024-06-30 02:13:00,0,0,0
TXN_209,CUST_2557,CUST_7182,350.63,Nigeria,withdrawal,wire_transfer,2024-10-30 09:57:00,1,0,0
TXN_210,CUST_2626,CUST_8530,1591.4,Nigeria,transfer,debit_card,2024-06-16 09:23:00,1,0,0
TXN_211,CUST_4531,CUST_6283,2354.63,Singapore,payment,wire_transfer,2024-09-15 07:41:00,0,0,0
TXN_212,CUST_2185,CUST_5472,2110.88,UK,transfer,crypto,2024-03-03 13:51:00,0,0,0
TXN_213,CUST_3531,CUST_6885,507.9,Nigeria,deposit,credit_card,2024-11-03 11:13:00,1,0,0
TXN_214,CUST_2640,CUST_7147,2490.83,India,payment,cash,2024-09-28 12:56:00,0,0,0
TXN_215,CUST_2364,CUST_8192,541.65,UAE,transfer,wire_transfer,2024-02-11 12:22:00,1,0,0
TXN_216,CUST_4179,CUST_6432,787.27,USA,withdrawal,credit_card,2024-02-23 07:38:00,0,0,0
TXN_217,CUST_1626,CUST_8114,2744.72,Nigeria,transfer,credit_card,2024-10-08 09:14:00,1,0,0
TXN_218,CUST_2900,CUST_8091,2097.55,Singapore,payment,upi,2024-11-17 03:27:00,0,0,0
TXN_219,CUST_3602,CUST_7559,3783.91,USA,deposit,credit_card,2024-01-25 20:41:00,0,0,0
TXN_220,CUST_3586,CUST_6241,2143.63,USA,transfer,debit_card,2024-01-28 00:17:00,0,0,0
TXN_221,CUST_2851,CUST_5155,1680.09,India,deposit,upi,2024-01-28 22:29:00,0,0,0
TXN_222,CUST_4503,CUST_5370,196.71,Singapore,payment,debit_card,2024-07-20 19:41:00,0,0,0
TXN_223,CUST_1168,CUST_6843,916.83,Singapore,withdrawal,debit_card,2024-06-22 04:06:00,0,0,0
TXN_224,CUST_2845,CUST_5424,616.32,USA,transfer,wire_transfer,2024-03-03 19:50:00,0,0,1
TXN_225,CUST_2799,CUST_7147,559.4,Singapore,withdrawal,debit_card,2024-11-30 05:03:00,0,0,0
TXN_226,CUST_2385,CUST_7781,7224.62,Singapore,transfer,upi,2024-08-23 16:14:00,0,0,0
TXN_227,CUST_2350,CUST_5388,998.77,Singapore,payment,debit_card,2024-09-20 12:04:00,0,0,0
TXN_228,CUST_3468,CUST_8577,4452.11,UAE,deposit,credit_card,2024-08-29 14:43:00,1,0,0
TXN_229,CUST_2432,CUST_6271,1994.67,Nigeria,payment,credit_card,2024-09-15 01:53:00,1,0,0
TXN_230,CUST_2268,CUST_7290,3167.65,UK,deposit,upi,2024-08-31 23:33:00,0,0,0
TXN_231,CUST_4879,CUST_8027,1396.87,Nigeria,transfer,wire_transfer,2024-06-03 03:46:00,1,0,0
TXN_232,CUST_1074,CUST_6486,1720.31,USA,withdrawal,crypto,2024-05-04 10:06:00,0,0,0
TXN_233,CUST_2991,CUST_5787,1356.59,UAE,withdrawal,credit_card,2024-04-17 16:40:00,1,0,0
TXN_234,CUST_1414,CUST_7080,434.43,Singapore,transfer,upi,2024-11-15 02:02:00,0,0,0
TXN_235,CUST_2543,CUST_5632,2563.52,UAE,withdrawal,upi,2024-10-07 17:57:00,1,0,0
TXN_236,CUST_4697,CUST_5679,659.15,Nigeria,payment,credit_card,2024-05-12 15:17:00,1,0,0
TXN_237,CUST_2819,CUST_7501,49.23,USA,payment,credit_card,2024-03-28 01:53:00,0,0,0
TXN_238,CUST_2921,CUST_8703,2073.94,UAE,deposit,upi,2024-07-26 16:24:00,1,0,0
TXN_239,CUST_2891,CUST_8152,389.87,USA,payment,wire_transfer,2024-06-01 10:18:00,0,0,0
TXN_240,CUST_4281,CUST_7477,5642.17,UAE,deposit,credit_card,2024-06-23 23:27:00,1,0,0
TXN_241,CUST_3271,CUST_8827,6155.12,India,transfer,debit_card,2024-10-04 20:12:00,0,0,0
TXN_242,CUST_2840,CUST_8709,4927.02,Singapore,withdrawal,upi,2024-02-03 09:24:00,0,0,0
TXN_243,CUST_1909,CUST_8346,924.57,UK,deposit,cash,2024-05-31 01:25:00,0,0,0
TXN_244,CUST_1965,CUST_6582,31.15,India,deposit,credit_card,2024-04-26 00:42:00,0,0,0
